age,income,account_balance,existing_loans,marital_status,employment_status,education_level,debt_to_income_ratio,home_ownership,employment_duration,loan_purpose,state,dependents,annual_expenses,applied_for_home_loan
44,33175,22923,4,Divorced,Unemployed,Bachelor's,29.89,Mortgage,0,Home Loan,FL,3,30463,0
52,114050,71089,4,Married,Unemployed,High School,43.18,Mortgage,3,Auto Loan,AZ,4,77019,0
49,117002,38020,1,Married,Self-Employed,Bachelor's,44.62,Rent,10,Home Loan,AZ,2,52205,0
33,105724,22711,0,Single,Employed,Master's,47.55,Own,6,Home Loan,CA,4,50267,0
52,40980,83865,1,Divorced,Self-Employed,High School,18.75,Own,27,Home Loan,FL,2,23054,0
36,97973,61127,1,Single,Employed,High School,29.09,Own,12,Personal,FL,4,63381,1
39,70073,64602,2,Single,Self-Employed,Bachelor's,22.83,Own,22,Personal,AZ,0,80055,0
41,75562,18630,1,Single,Employed,Bachelor's,48.72,Rent,13,Education,AZ,0,36811,0
57,91823,76963,4,Divorced,Unemployed,Bachelor's,11.0,Rent,4,Auto Loan,FL,3,79239,0
43,31719,45017,2,Single,Unemployed,Master's,30.93,Mortgage,23,Auto Loan,FL,1,66274,0
53,138271,20457,1,Divorced,Self-Employed,Bachelor's,24.79,Mortgage,25,Education,AZ,1,51831,0
54,36655,84044,2,Married,Employed,High School,26.86,Own,29,Home Loan,CA,4,69361,0
54,86782,93508,1,Married,Employed,Bachelor's,11.71,Rent,13,Auto Loan,FL,4,70841,0
57,87336,96080,0,Married,Unemployed,Master's,28.88,Own,2,Auto Loan,AZ,2,41517,0
34,133303,54735,0,Married,Employed,Master's,17.65,Rent,13,Personal,CA,3,23522,1
34,91954,84948,1,Single,Self-Employed,Master's,26.25,Own,12,Education,FL,0,24135,1
39,39919,13870,0,Single,Employed,High School,19.07,Mortgage,8,Auto Loan,CA,4,92263,0
58,68110,4515,2,Married,Self-Employed,Bachelor's,12.69,Own,11,Personal,CA,4,96520,0
55,47973,35519,0,Divorced,Unemployed,High School,28.93,Rent,23,Education,CA,3,29064,0
44,117878,48076,1,Single,Employed,Bachelor's,12.56,Rent,26,Education,CA,3,28674,1
44,95482,72457,0,Married,Self-Employed,Master's,11.54,Own,20,Home Loan,CA,1,11022,1
41,144206,73738,0,Single,Employed,High School,19.26,Own,15,Auto Loan,FL,2,27778,1
33,141399,79052,4,Single,Unemployed,Bachelor's,39.94,Rent,22,Home Loan,AZ,1,75278,0
35,108114,59429,3,Single,Employed,High School,38.64,Own,24,Auto Loan,AZ,1,44093,0
40,98788,44200,1,Single,Self-Employed,Master's,39.33,Own,8,Home Loan,AZ,0,38856,1
35,91403,96907,2,Married,Self-Employed,Bachelor's,20.79,Rent,4,Auto Loan,AZ,3,59501,0
43,138020,30977,1,Single,Self-Employed,High School,37.94,Mortgage,20,Auto Loan,AZ,3,23871,1
56,136111,20066,4,Single,Unemployed,Bachelor's,20.52,Mortgage,12,Personal,FL,0,62571,0
51,30282,50136,0,Single,Employed,High School,48.32,Mortgage,7,Home Loan,CA,1,90952,0
50,60029,29757,0,Married,Employed,Bachelor's,21.67,Rent,3,Auto Loan,AZ,0,13009,1
45,136357,82543,2,Married,Self-Employed,Bachelor's,20.75,Own,13,Auto Loan,AZ,2,93226,0
42,32135,76594,0,Single,Unemployed,Master's,47.22,Rent,6,Education,AZ,1,24669,0
43,118665,97593,2,Divorced,Unemployed,High School,20.23,Own,17,Home Loan,FL,2,28945,0
48,79456,51725,1,Married,Self-Employed,High School,25.15,Own,14,Home Loan,AZ,3,19982,1
46,129602,74904,2,Married,Unemployed,Bachelor's,19.18,Own,13,Auto Loan,FL,2,30039,0
52,73557,51036,4,Single,Self-Employed,High School,22.28,Mortgage,6,Auto Loan,AZ,1,77362,0
31,135780,60309,0,Single,Self-Employed,High School,49.7,Own,2,Home Loan,CA,1,67487,0
48,116221,92784,1,Single,Self-Employed,Bachelor's,34.02,Rent,2,Education,CA,1,39536,1
51,112084,33443,4,Single,Self-Employed,Bachelor's,42.55,Rent,11,Education,FL,2,50673,0
42,105107,84799,0,Married,Self-Employed,High School,40.61,Own,11,Auto Loan,AZ,1,42684,0
40,148255,47674,1,Single,Self-Employed,Master's,34.07,Own,12,Education,FL,1,50515,1
56,122403,65154,4,Divorced,Employed,High School,14.31,Mortgage,21,Education,FL,2,48902,0
34,94613,91972,1,Single,Self-Employed,Bachelor's,46.88,Rent,16,Education,CA,3,44359,0
50,111907,95509,0,Single,Self-Employed,Bachelor's,35.89,Own,13,Personal,AZ,4,40165,1
50,141208,81036,0,Married,Employed,Master's,14.49,Rent,25,Auto Loan,FL,4,20456,1
47,79259,70333,4,Divorced,Unemployed,High School,40.9,Rent,22,Personal,AZ,1,65721,0
47,90985,7604,2,Married,Self-Employed,High School,33.72,Own,16,Personal,FL,1,44291,0
49,32174,2871,0,Married,Employed,Master's,19.8,Own,24,Personal,AZ,4,69806,0
38,102711,35814,2,Single,Self-Employed,High School,16.87,Mortgage,4,Education,CA,2,69193,0
37,66609,81569,1,Married,Self-Employed,Master's,18.83,Rent,11,Home Loan,CA,3,12541,1
38,55610,50529,4,Divorced,Employed,High School,16.42,Rent,27,Home Loan,CA,3,95294,0
34,87276,63489,0,Single,Self-Employed,Master's,37.98,Rent,6,Auto Loan,FL,0,33149,1
27,119939,86030,3,Divorced,Employed,Bachelor's,32.02,Rent,12,Home Loan,CA,4,86004,0
28,38983,34365,0,Single,Unemployed,Master's,40.04,Rent,4,Education,AZ,2,97132,0
30,146456,22730,0,Married,Employed,High School,23.86,Own,8,Auto Loan,AZ,4,34938,1
41,88468,40839,4,Single,Employed,High School,35.66,Mortgage,3,Personal,AZ,2,44808,0
45,96229,40875,1,Divorced,Unemployed,Master's,38.99,Mortgage,4,Personal,CA,4,32996,0
39,39878,23643,4,Single,Employed,Master's,32.97,Mortgage,22,Auto Loan,AZ,3,80702,0
31,100195,73616,1,Married,Self-Employed,High School,43.78,Rent,3,Personal,CA,1,43863,0
51,146072,63504,1,Divorced,Unemployed,High School,40.77,Mortgage,28,Education,AZ,3,88626,0
46,138954,52635,1,Married,Unemployed,High School,18.19,Mortgage,28,Home Loan,AZ,4,51668,0
38,60976,96453,2,Married,Self-Employed,Master's,29.03,Rent,25,Education,CA,2,21757,0
34,101724,78276,3,Divorced,Unemployed,Master's,26.01,Rent,7,Home Loan,CA,0,79762,0
29,120578,29733,0,Single,Unemployed,Master's,38.1,Own,16,Home Loan,FL,1,59129,0
42,58357,78454,2,Divorced,Unemployed,High School,25.89,Rent,1,Education,FL,2,77989,0
31,136356,75509,3,Single,Employed,Bachelor's,26.45,Own,12,Auto Loan,AZ,2,91898,0
33,122232,18434,0,Single,Self-Employed,Master's,37.35,Rent,0,Education,CA,0,48039,1
43,82731,61738,0,Married,Self-Employed,Master's,44.06,Rent,12,Auto Loan,CA,2,36454,0
37,83699,97957,4,Married,Unemployed,High School,14.98,Mortgage,28,Personal,FL,2,23614,0
25,107774,54365,0,Married,Employed,Master's,15.35,Own,27,Auto Loan,AZ,0,21378,0
41,37854,53969,3,Married,Employed,Master's,14.45,Rent,18,Auto Loan,FL,4,86853,0
48,106700,41508,0,Married,Employed,Master's,18.49,Rent,14,Personal,AZ,2,19725,1
40,130140,61689,0,Married,Employed,Bachelor's,31.23,Rent,9,Auto Loan,FL,1,40642,1
32,114717,19065,1,Married,Self-Employed,Master's,49.23,Own,12,Education,CA,2,87697,0
37,68369,85006,1,Single,Self-Employed,Master's,14.82,Rent,6,Home Loan,FL,1,72888,1
43,114586,67410,0,Single,Employed,Master's,19.02,Rent,25,Home Loan,FL,1,21799,1
46,68269,19594,2,Divorced,Employed,High School,24.99,Rent,7,Home Loan,CA,0,82291,0
36,77892,87651,1,Single,Self-Employed,Master's,28.88,Own,8,Auto Loan,CA,2,22494,1
40,136153,61325,0,Single,Unemployed,Master's,48.2,Mortgage,5,Personal,AZ,4,30015,0
34,66813,62884,2,Married,Unemployed,High School,18.35,Mortgage,25,Auto Loan,AZ,4,57178,0
48,120872,66632,1,Single,Self-Employed,High School,30.4,Mortgage,24,Auto Loan,CA,2,95188,1
52,116191,98115,2,Married,Self-Employed,Master's,29.06,Own,18,Education,AZ,0,73660,0
31,140116,69632,0,Married,Unemployed,Bachelor's,25.66,Mortgage,23,Home Loan,CA,1,40784,0
46,131523,72130,0,Single,Employed,Bachelor's,25.38,Own,13,Education,AZ,4,69682,1
49,87633,32285,0,Divorced,Unemployed,High School,12.49,Own,0,Education,CA,0,78006,0
43,61991,61516,1,Married,Employed,Master's,18.67,Own,19,Personal,CA,3,69220,1
37,130097,36281,0,Married,Self-Employed,Bachelor's,14.25,Own,14,Education,AZ,4,18541,1
31,67278,69300,1,Married,Self-Employed,Master's,40.0,Mortgage,18,Auto Loan,CA,4,72571,1
32,133922,62637,0,Single,Employed,Bachelor's,22.49,Rent,11,Personal,CA,1,30122,1
34,62022,58612,1,Single,Self-Employed,Bachelor's,41.65,Rent,15,Auto Loan,FL,2,25831,0
42,129360,86854,4,Married,Employed,Master's,25.96,Rent,13,Education,AZ,3,69510,0
33,53209,12920,2,Single,Unemployed,High School,37.94,Own,25,Personal,AZ,2,59584,0
38,88931,99864,1,Single,Employed,Bachelor's,33.34,Rent,20,Home Loan,FL,4,29652,1
43,52776,64290,4,Married,Unemployed,Master's,35.91,Rent,7,Auto Loan,CA,4,85758,0
42,120845,42304,2,Divorced,Self-Employed,High School,44.79,Own,12,Home Loan,FL,0,50194,0
32,57231,94444,0,Single,Self-Employed,Master's,31.25,Mortgage,9,Education,AZ,4,56087,0
32,104626,50225,1,Single,Employed,Bachelor's,41.77,Mortgage,3,Auto Loan,AZ,1,82758,0
54,69785,28738,0,Married,Unemployed,High School,17.06,Own,28,Personal,CA,1,72752,0
41,64735,60951,1,Single,Employed,Master's,41.53,Rent,10,Auto Loan,FL,3,26885,0
55,68305,5457,1,Single,Employed,Master's,49.49,Rent,28,Education,AZ,3,56012,0
53,68760,93629,4,Divorced,Self-Employed,High School,12.35,Own,17,Education,FL,0,31296,0
47,37094,29733,2,Divorced,Unemployed,Bachelor's,39.73,Mortgage,27,Personal,AZ,3,54310,0
43,132844,16213,1,Single,Self-Employed,Master's,35.48,Own,14,Personal,AZ,3,47134,1
53,97833,30675,4,Divorced,Self-Employed,Bachelor's,39.51,Mortgage,29,Education,CA,2,60736,0
45,76394,29322,0,Married,Employed,High School,49.21,Rent,4,Home Loan,CA,3,89419,0
32,86612,52872,0,Married,Employed,Master's,12.98,Own,8,Home Loan,AZ,1,11240,1
36,109734,68568,0,Single,Self-Employed,Bachelor's,14.15,Rent,18,Home Loan,AZ,3,87387,1
35,58716,82411,2,Married,Employed,Bachelor's,32.28,Rent,9,Education,AZ,3,82350,0
48,146236,63828,2,Divorced,Self-Employed,Bachelor's,38.71,Rent,5,Education,FL,0,24566,0
41,101749,42047,1,Divorced,Self-Employed,High School,47.21,Mortgage,19,Auto Loan,CA,0,38634,0
49,86708,56444,3,Divorced,Unemployed,Master's,30.52,Mortgage,28,Auto Loan,FL,3,86369,0
44,120913,61033,1,Single,Self-Employed,Bachelor's,16.01,Own,4,Personal,CA,1,19364,1
55,109606,57449,4,Divorced,Self-Employed,High School,42.6,Mortgage,5,Personal,CA,0,21319,0
36,117343,38286,0,Divorced,Employed,Bachelor's,28.17,Own,5,Auto Loan,FL,2,63474,1
45,44742,59959,4,Divorced,Employed,Master's,15.2,Mortgage,2,Personal,CA,4,60871,0
40,74590,12817,1,Single,Self-Employed,High School,24.53,Rent,11,Personal,CA,1,28877,0
56,113380,79350,3,Divorced,Self-Employed,High School,45.4,Own,4,Personal,FL,4,31381,0
46,99200,35502,1,Married,Employed,Bachelor's,28.09,Rent,26,Personal,AZ,4,27863,1
36,81874,9969,2,Divorced,Employed,High School,11.22,Rent,9,Home Loan,CA,1,71697,0
32,133595,68760,2,Single,Unemployed,Bachelor's,39.46,Mortgage,8,Home Loan,AZ,4,96559,0
46,82019,15646,1,Married,Self-Employed,Master's,39.01,Rent,4,Personal,CA,4,31995,1
46,132085,62458,1,Single,Unemployed,Master's,15.72,Rent,6,Home Loan,AZ,0,88426,0
47,142335,96101,0,Married,Employed,Master's,24.8,Rent,17,Home Loan,FL,4,35297,1
36,125087,80141,0,Single,Self-Employed,Master's,36.33,Own,15,Auto Loan,FL,3,45440,1
45,87237,87342,3,Single,Employed,Bachelor's,16.52,Own,6,Education,FL,1,38964,0
57,59488,24437,3,Single,Employed,High School,44.72,Own,9,Home Loan,CA,0,71389,0
41,143917,29795,1,Married,Unemployed,Master's,20.31,Own,12,Personal,AZ,2,55906,0
41,100398,1620,4,Divorced,Employed,Master's,18.96,Mortgage,2,Auto Loan,CA,0,70023,0
38,58910,74959,2,Divorced,Self-Employed,Bachelor's,34.89,Rent,14,Personal,CA,1,35725,0
34,133197,67597,1,Married,Self-Employed,Bachelor's,10.56,Rent,4,Education,CA,2,14062,1
45,55817,57902,3,Divorced,Self-Employed,High School,20.34,Own,2,Education,AZ,2,64244,0
39,76982,70993,0,Married,Self-Employed,High School,24.69,Own,8,Auto Loan,AZ,4,98655,1
45,111085,73174,0,Single,Self-Employed,High School,37.42,Mortgage,27,Education,FL,0,25309,1
29,94708,94261,1,Married,Employed,Master's,39.87,Mortgage,1,Personal,CA,4,44344,0
51,82543,73485,3,Single,Self-Employed,Bachelor's,44.21,Own,18,Auto Loan,CA,0,97904,0
37,121801,86875,2,Divorced,Unemployed,High School,23.46,Rent,17,Home Loan,AZ,4,27510,0
49,105765,15523,3,Married,Employed,High School,45.83,Own,8,Personal,FL,2,48066,0
35,124694,19942,1,Married,Self-Employed,Master's,20.77,Own,17,Home Loan,FL,3,25897,1
35,70375,88315,1,Married,Employed,Master's,39.13,Rent,14,Home Loan,FL,3,27540,1
38,111878,67284,1,Single,Employed,High School,46.86,Rent,18,Education,CA,3,52423,0
44,113634,69466,0,Married,Self-Employed,Master's,29.95,Own,22,Auto Loan,FL,1,34031,1
54,40662,83226,1,Divorced,Self-Employed,Master's,27.58,Mortgage,9,Personal,FL,0,71042,0
31,131445,92700,1,Single,Employed,Bachelor's,23.33,Own,6,Personal,FL,4,30670,1
43,108332,74210,4,Divorced,Self-Employed,Master's,29.46,Rent,2,Home Loan,CA,0,27263,0
52,123698,29846,1,Single,Unemployed,Bachelor's,34.08,Mortgage,25,Home Loan,FL,0,45485,0
36,121268,25120,1,Single,Self-Employed,Master's,30.16,Own,8,Personal,CA,4,36577,1
56,126258,87156,1,Single,Unemployed,Bachelor's,17.99,Own,0,Auto Loan,CA,2,46698,0
27,61971,42723,4,Single,Unemployed,High School,35.97,Own,24,Education,AZ,4,75478,0
33,139380,87519,0,Single,Self-Employed,High School,44.34,Rent,9,Personal,CA,4,61795,0
45,133826,32189,1,Single,Self-Employed,High School,22.07,Rent,11,Education,AZ,2,29535,1
46,54648,74534,4,Married,Employed,Master's,31.01,Own,16,Personal,FL,3,64774,0
31,108243,65867,4,Married,Employed,High School,18.93,Mortgage,23,Home Loan,FL,1,95766,0
31,116142,56451,3,Married,Employed,High School,39.37,Mortgage,14,Education,AZ,2,40671,0
35,135991,16336,1,Married,Employed,High School,40.76,Mortgage,3,Home Loan,AZ,4,41507,0
43,126369,88615,0,Married,Employed,Bachelor's,18.23,Rent,11,Education,CA,3,23041,1
34,88381,33621,3,Single,Self-Employed,High School,22.91,Own,18,Home Loan,FL,4,48081,0
47,97157,28366,0,Married,Unemployed,Bachelor's,11.75,Mortgage,23,Education,FL,0,47955,0
40,78751,89067,1,Married,Self-Employed,High School,29.62,Rent,22,Education,CA,4,23325,1
29,118499,49979,4,Single,Self-Employed,High School,35.93,Mortgage,19,Auto Loan,AZ,1,81055,0
28,90502,46258,2,Divorced,Employed,High School,48.99,Rent,4,Auto Loan,CA,0,68513,0
28,61306,24445,1,Divorced,Unemployed,Master's,40.23,Own,12,Auto Loan,AZ,2,29125,0
34,138784,85885,1,Single,Employed,Bachelor's,46.91,Own,6,Personal,AZ,1,65106,0
58,78388,7516,0,Married,Self-Employed,High School,31.42,Own,20,Auto Loan,FL,3,49809,0
40,61560,67958,3,Single,Self-Employed,High School,14.36,Mortgage,20,Education,CA,4,91527,0
55,138190,74734,4,Married,Employed,Master's,11.57,Mortgage,17,Personal,AZ,3,47532,0
40,66990,90701,0,Married,Self-Employed,Master's,28.05,Own,5,Auto Loan,FL,3,18792,1
39,71969,30437,2,Single,Unemployed,Master's,43.61,Own,13,Home Loan,AZ,3,23875,0
41,118835,35838,1,Married,Self-Employed,High School,33.35,Own,11,Personal,AZ,2,39629,1
46,96737,1443,4,Married,Self-Employed,Master's,12.51,Mortgage,24,Auto Loan,CA,3,82780,0
32,136484,38116,2,Single,Self-Employed,High School,45.67,Mortgage,4,Auto Loan,FL,3,76352,0
50,122303,53736,1,Single,Self-Employed,Bachelor's,29.81,Own,15,Personal,AZ,2,36457,1
57,73181,78976,0,Single,Employed,High School,10.04,Rent,22,Home Loan,FL,0,39551,0
30,108012,69897,0,Married,Employed,Master's,42.62,Own,3,Auto Loan,CA,2,46031,0
32,130149,77758,0,Married,Self-Employed,Master's,39.11,Own,8,Personal,AZ,4,50896,1
46,70783,64960,0,Single,Employed,Bachelor's,20.57,Own,15,Auto Loan,FL,2,14561,1
42,45210,52079,2,Single,Employed,Bachelor's,28.02,Own,5,Personal,CA,1,25379,0
31,66010,95691,0,Divorced,Employed,Master's,32.68,Rent,8,Home Loan,CA,0,43251,1
52,47911,44775,3,Married,Unemployed,Master's,38.3,Own,19,Auto Loan,CA,3,87124,0
39,110278,97604,0,Married,Unemployed,High School,49.71,Own,12,Auto Loan,FL,0,82512,0
31,117500,94546,2,Married,Employed,Master's,31.8,Own,7,Personal,AZ,0,88453,0
50,63545,46196,0,Married,Employed,Bachelor's,32.06,Own,11,Auto Loan,FL,3,20371,1
37,109076,25133,1,Married,Unemployed,Master's,48.49,Mortgage,6,Home Loan,CA,3,56041,0
37,85192,45874,1,Married,Self-Employed,Bachelor's,14.68,Own,14,Home Loan,FL,4,12508,1
37,60022,39968,4,Divorced,Employed,High School,43.52,Rent,14,Education,FL,2,94054,0
34,144346,92672,1,Single,Employed,High School,44.87,Rent,6,Personal,FL,1,23042,0
41,126357,97901,0,Single,Self-Employed,Master's,25.02,Rent,15,Home Loan,FL,1,31616,1
42,78701,92207,0,Divorced,Self-Employed,Bachelor's,33.07,Rent,3,Education,CA,3,33422,1
55,98562,27715,0,Divorced,Unemployed,High School,10.98,Mortgage,24,Education,FL,1,96377,0
50,77343,65603,0,Married,Employed,Bachelor's,29.47,Rent,7,Auto Loan,CA,2,95960,1
42,135265,25010,0,Married,Employed,Bachelor's,17.32,Own,26,Education,AZ,0,72544,1
45,136779,36520,1,Married,Self-Employed,Master's,15.48,Rent,16,Personal,FL,1,21172,1
55,66523,75973,0,Married,Employed,Master's,18.55,Own,14,Auto Loan,FL,0,84923,0
58,118245,83652,4,Single,Unemployed,Master's,45.22,Rent,1,Personal,FL,0,28455,0
55,30368,5324,0,Married,Self-Employed,High School,14.79,Rent,19,Auto Loan,CA,2,91827,0
41,111216,6490,3,Single,Self-Employed,High School,33.4,Own,26,Education,CA,0,46344,0
37,31614,73320,0,Divorced,Unemployed,Master's,13.14,Mortgage,14,Personal,AZ,4,97858,0
57,49239,18271,3,Married,Self-Employed,High School,26.38,Mortgage,24,Auto Loan,CA,0,30071,0
38,69551,64563,3,Married,Self-Employed,High School,38.95,Mortgage,11,Home Loan,AZ,3,66403,0
49,65990,47506,0,Single,Self-Employed,Master's,23.09,Rent,27,Education,FL,1,15238,1
35,59975,60507,3,Married,Unemployed,High School,15.98,Rent,2,Auto Loan,FL,3,99539,0
28,122396,1888,3,Divorced,Unemployed,Bachelor's,39.6,Own,22,Auto Loan,FL,1,66964,0
35,77331,30872,3,Married,Unemployed,Bachelor's,46.84,Mortgage,3,Education,FL,4,75966,0
41,99528,23421,1,Single,Self-Employed,Master's,18.15,Rent,16,Personal,AZ,4,18062,1
55,138356,41235,2,Divorced,Employed,High School,20.15,Own,27,Personal,FL,0,86439,0
27,39033,73007,0,Divorced,Employed,Master's,32.22,Rent,1,Home Loan,AZ,4,26387,0
46,118894,78921,0,Single,Self-Employed,High School,43.99,Own,16,Home Loan,FL,3,52305,0
43,72267,90105,0,Single,Employed,Master's,38.71,Own,7,Education,AZ,0,27977,1
25,89752,82263,2,Single,Unemployed,Bachelor's,33.18,Own,28,Home Loan,CA,1,43654,0
45,35546,38624,0,Single,Self-Employed,Master's,30.22,Own,26,Auto Loan,AZ,4,27511,0
54,72227,48922,3,Divorced,Employed,Master's,47.22,Rent,7,Auto Loan,FL,4,31303,0
38,131359,88364,4,Single,Self-Employed,High School,26.57,Mortgage,24,Personal,FL,1,90418,0
36,36318,60980,0,Married,Unemployed,High School,13.72,Own,16,Home Loan,FL,2,56603,0
26,37347,79787,4,Divorced,Employed,Bachelor's,33.82,Mortgage,25,Personal,CA,1,51134,0
41,59244,49447,0,Married,Self-Employed,High School,44.07,Mortgage,11,Education,CA,3,88840,0
54,61432,5043,1,Single,Self-Employed,High School,14.29,Own,26,Auto Loan,CA,1,69062,0
34,113697,30423,1,Single,Employed,Master's,30.52,Own,13,Home Loan,CA,3,70242,1
57,110125,65605,2,Single,Employed,Bachelor's,10.4,Rent,21,Home Loan,AZ,3,49084,0
45,58771,34196,1,Single,Employed,Bachelor's,33.31,Own,18,Personal,CA,3,40591,0
36,74750,34030,0,Single,Self-Employed,High School,33.79,Rent,13,Auto Loan,CA,4,25255,1
47,57182,55836,1,Married,Unemployed,High School,47.36,Own,26,Education,FL,2,23823,0
41,92385,54584,0,Married,Self-Employed,Master's,25.48,Mortgage,20,Home Loan,FL,2,37734,1
44,140625,88048,1,Single,Employed,High School,49.87,Rent,11,Auto Loan,CA,1,70135,0
28,102613,32979,1,Divorced,Unemployed,High School,23.19,Own,17,Auto Loan,AZ,4,45521,0
56,67602,66308,1,Married,Unemployed,High School,10.68,Mortgage,4,Home Loan,CA,4,44551,0
27,69027,67058,1,Married,Self-Employed,Master's,39.07,Own,13,Personal,AZ,2,94402,0
50,141595,80345,0,Single,Self-Employed,High School,17.58,Mortgage,5,Personal,FL,4,82324,1
40,46178,31310,3,Single,Employed,High School,32.87,Rent,17,Home Loan,AZ,4,29076,0
34,112306,93150,0,Divorced,Unemployed,High School,42.34,Own,22,Auto Loan,CA,2,45788,0
53,81562,23083,1,Single,Self-Employed,Bachelor's,35.84,Own,29,Home Loan,FL,4,85800,0
26,33972,74487,4,Married,Self-Employed,Master's,43.01,Rent,29,Auto Loan,CA,3,33082,0
30,86739,34498,1,Married,Employed,Master's,34.83,Own,11,Auto Loan,FL,1,30207,1
41,63263,51090,1,Single,Employed,High School,19.69,Rent,8,Education,AZ,2,12455,1
38,118457,66637,1,Divorced,Employed,Bachelor's,31.91,Rent,16,Personal,FL,0,99759,1
38,39456,64244,1,Single,Unemployed,Bachelor's,43.85,Mortgage,25,Home Loan,FL,4,40885,0
47,61036,78424,1,Single,Self-Employed,High School,31.44,Own,28,Auto Loan,FL,0,19192,1
41,125246,40847,1,Single,Employed,Master's,25.71,Mortgage,10,Personal,FL,2,94296,1
36,33151,69075,0,Single,Self-Employed,Bachelor's,42.93,Mortgage,18,Home Loan,CA,4,49667,0
50,144054,8655,0,Divorced,Employed,Bachelor's,24.58,Mortgage,10,Personal,FL,3,28895,0
51,124453,29419,1,Divorced,Employed,Bachelor's,32.47,Mortgage,5,Education,FL,3,60492,0
42,116500,30623,1,Divorced,Unemployed,Bachelor's,25.12,Own,14,Home Loan,FL,3,77315,0
49,91071,10403,1,Married,Unemployed,High School,45.51,Own,27,Auto Loan,AZ,1,93928,0
48,92392,78937,3,Married,Employed,Bachelor's,16.65,Mortgage,13,Education,FL,4,44461,0
40,97241,45528,2,Married,Unemployed,High School,40.46,Own,8,Education,AZ,3,87384,0
52,72328,71002,4,Single,Self-Employed,High School,25.8,Mortgage,10,Home Loan,FL,0,26923,0
32,54295,38392,3,Married,Unemployed,High School,38.61,Mortgage,11,Home Loan,FL,2,35818,0
32,40097,49068,4,Single,Employed,High School,26.37,Own,12,Education,FL,2,79350,0
33,137349,34009,0,Single,Employed,High School,44.57,Own,3,Education,FL,3,61220,0
27,40417,41417,2,Divorced,Employed,Bachelor's,28.31,Mortgage,10,Personal,AZ,3,34712,0
46,92020,92454,1,Divorced,Employed,Master's,29.04,Rent,11,Personal,AZ,0,23930,1
46,97865,25331,1,Married,Unemployed,Bachelor's,37.47,Own,2,Auto Loan,CA,4,88659,0
48,131644,45676,2,Married,Employed,High School,35.72,Rent,23,Home Loan,AZ,0,38620,0
35,145315,52505,4,Divorced,Unemployed,Master's,11.04,Rent,10,Personal,CA,4,62717,0
